name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage(km/ltr/kg),engine,max_power,seats
nissan micra active xv s,2015.0,300000.0,80000.0,petrol,individual,manual,first owner,19.49,1198.0,67.04,5.0
maruti wagon r lxi optional,2016.0,350000.0,140000.0,petrol,individual,manual,first owner,20.51,998.0,67.04,5.0
mahindra ssangyong rexton rx5,2013.0,900000.0,70000.0,diesel,individual,manual,first owner,12.83,2696.0,162,7.0
mahindra quanto c8,2013.0,300000.0,120000.0,diesel,individual,manual,second owner,17.21,1493.0,100,7.0
maruti ritz ldi,2010.0,250000.0,110000.0,diesel,individual,manual,second owner,21.1,1248.0,73.9,5.0
hyundai creta 1.6 crdi sx plus dual tone,2017.0,1100000.0,37000.0,diesel,individual,manual,first owner,19.67,1582.0,126.2,5.0
renault kwid rxt,2016.0,270000.0,44000.0,petrol,individual,manual,first owner,25.17,799.0,53.3,5.0
maruti ertiga vdi,2015.0,640000.0,80000.0,diesel,individual,manual,first owner,20.77,1248.0,88.76,7.0
mahindra xuv500 w4,2015.0,650000.0,125000.0,diesel,individual,manual,first owner,15.1,2179.0,140,7.0
maruti eeco 5 seater ac bsiv,2017.0,409999.0,13500.0,petrol,individual,manual,first owner,15.37,1196.0,73,5.0
hyundai santro xing gls,2011.0,165000.0,75000.0,petrol,individual,manual,first owner,17.92,1086.0,62.1,5.0
hyundai accent gle,2007.0,80000.0,120000.0,petrol,individual,manual,second owner,13.2,1495.0,94,5.0
mahindra xuv500 w8 2wd,2012.0,535000.0,120000.0,diesel,individual,manual,first owner,15.1,2179.0,140,7.0
toyota innova 2.5 ev (diesel) ps 7 seater bs iv,2013.0,700000.0,70000.0,diesel,individual,manual,first owner,12.99,2494.0,100.57,7.0
maruti swift dzire vdi,2013.0,550000.0,70000.0,diesel,individual,manual,first owner,23.4,1248.0,74,5.0
honda amaze s cvt petrol bsiv,2019.0,680000.0,15000.0,petrol,individual,automatic,first owner,19.0,1199.0,88.76,5.0
hyundai i10 sportz 1.2,2009.0,200000.0,53000.0,petrol,individual,manual,second owner,20.36,1197.0,78.9,5.0
maruti swift dzire vdi,2014.0,500000.0,120000.0,diesel,individual,manual,second owner,23.4,1248.0,74,5.0
maruti ertiga shvs zdi plus,2016.0,1000000.0,70000.0,diesel,individual,manual,first owner,24.52,1248.0,88.5,7.0
hyundai getz 1.3 gvs,2008.0,110000.0,120000.0,petrol,individual,manual,second owner,14.2,1341.0,82.9,5.0
hyundai i20 1.2 magna,2012.0,320000.0,100000.0,petrol,individual,manual,second owner,18.5,1197.0,80,5.0
tata indica dls,2005.0,75000.0,110000.0,diesel,individual,manual,second owner,19.44,1248.0,74,5.0
maruti swift lxi optional-o,2015.0,350000.0,100000.0,petrol,individual,manual,first owner,20.4,1197.0,83.11,5.0
tata indica vista tdi ls,2013.0,170000.0,162500.0,diesel,individual,manual,first owner,19.4,1405.0,70,5.0
hyundai i20 2015-2017 asta 1.4 crdi,2017.0,800000.0,39000.0,diesel,individual,manual,first owner,22.54,1396.0,88.73,5.0
maruti ignis 1.3 alpha,2017.0,500000.0,75000.0,diesel,individual,manual,first owner,26.8,1248.0,74,5.0
tata hexa xta,2017.0,1380000.0,50000.0,diesel,individual,automatic,first owner,17.6,2179.0,153.86,7.0
mahindra marazzo m6 8str,2019.0,1300000.0,40000.0,diesel,individual,manual,first owner,17.3,1497.0,121,
hyundai verna 1.6 crdi,2013.0,530000.0,92500.0,diesel,individual,manual,first owner,22.32,1582.0,126.3,5.0
maruti swift dzire vdi,2012.0,360000.0,158000.0,diesel,individual,manual,first owner,23.4,1248.0,74,5.0
maruti swift dzire ldi,2012.0,310000.0,120000.0,diesel,individual,manual,first owner,19.3,1248.0,73.9,5.0
honda city i dtec v,2015.0,725000.0,50000.0,diesel,individual,manual,second owner,26.0,1498.0,98.6,5.0
maruti swift dzire zdi,2012.0,340000.0,110000.0,diesel,individual,manual,first owner,19.3,1248.0,73.9,5.0
hyundai xcent 1.2 crdi e,2017.0,550000.0,2000.0,diesel,individual,manual,second owner,25.4,1186.0,73.97,5.0
toyota fortuner 3.0 diesel,2011.0,1150000.0,181000.0,diesel,individual,manual,second owner,11.5,1248.0,171,7.0
tata tiago 1.05 revotorq xz,2016.0,380000.0,70000.0,diesel,individual,manual,first owner,27.28,1047.0,69,5.0
nissan sunny xl at special edition,2013.0,350000.0,90000.0,petrol,individual,automatic,second owner,17.97,1498.0,99.6,5.0
hyundai elite i20 magna plus bsiv,2019.0,610000.0,2000.0,petrol,individual,manual,first owner,18.6,1197.0,81.86,5.0
maruti swift dzire vxi,2015.0,525000.0,20000.0,petrol,individual,manual,first owner,20.85,1197.0,83.14,5.0
toyota innova 2.5 gx 7 str,2011.0,480000.0,120000.0,diesel,individual,manual,first owner,12.8,2494.0,102,7.0
mahindra thar crde,2017.0,780000.0,35000.0,diesel,individual,manual,first owner,16.55,2498.0,105,6.0
maruti swift dzire zdi,2012.0,320000.0,193000.0,diesel,individual,manual,first owner,19.3,1248.0,73.9,5.0
maruti swift 1.2 dlx (only delhi),2014.0,375000.0,80000.0,petrol,individual,manual,first owner,20.4,1197.0,81.8,5.0
datsun go d petrol,2019.0,300000.0,40000.0,petrol,individual,manual,first owner,19.02,1198.0,67.05,5.0
hyundai i20 asta 1.4 crdi,2015.0,500000.0,70000.0,diesel,individual,manual,fourth & above owner,22.54,1396.0,88.73,5.0
mahindra scorpio lx,2011.0,404000.0,122358.0,diesel,individual,manual,first owner,12.05,2179.0,120,5.0
tata sumo gold ex bsiii,2015.0,500000.0,75000.0,diesel,individual,manual,first owner,14.07,1248.0,69.01,7.0
tata tiago wizz 1.05 revotorq,2017.0,350000.0,120000.0,diesel,individual,manual,first owner,27.28,1047.0,69,5.0
tata zest revotron 1.2 xt,2015.0,380000.0,40000.0,petrol,individual,manual,first owner,17.57,1193.0,88.7,5.0
hyundai accent gle,2008.0,114999.0,95200.0,petrol,individual,manual,third owner,13.2,1495.0,94,5.0
honda brio exclusive edition,2014.0,335000.0,33033.0,petrol,dealer,manual,first owner,19.4,1198.0,86.8,5.0
hyundai grand i10 at asta,2015.0,465000.0,63063.0,petrol,dealer,automatic,first owner,18.9,1197.0,82,5.0
tata manza club class quadrajet90 lx,2012.0,290000.0,60000.0,diesel,individual,manual,first owner,21.02,1248.0,88.76,5.0
maruti alto lx,2005.0,110000.0,45000.0,petrol,individual,manual,second owner,19.7,796.0,46.3,5.0
tata new safari dicor 2.2 ex 4x2,2011.0,450000.0,80000.0,diesel,individual,manual,third owner,11.57,2179.0,138.1,7.0
mahindra bolero sle,2009.0,400000.0,170000.0,diesel,individual,manual,second owner,13.6,2523.0,63,7.0
mahindra bolero di dx 7 seater,2007.0,210000.0,,diesel,individual,manual,second owner,13.6,2523.0,63,7.0
mercedes-benz gl-class 220d 4matic sport,2018.0,400000.0,7976.0,diesel,individual,automatic,first owner,17.9,2143.0,170,5.0
maruti omni e mpi std bs iv,2016.0,220000.0,35000.0,petrol,individual,manual,first owner,16.8,796.0,34.2,
hyundai grand i10 sportz,2017.0,450000.0,35000.0,petrol,individual,manual,first owner,18.9,1197.0,82,5.0
hyundai i10 sportz at,2013.0,290000.0,50000.0,petrol,individual,automatic,first owner,16.95,1197.0,78.9,5.0
maruti swift vxi deca,2016.0,520000.0,20000.0,petrol,individual,manual,first owner,20.4,1197.0,81.8,5.0
hyundai i10 sportz at,2011.0,265000.0,20000.0,petrol,individual,automatic,first owner,16.95,1197.0,78.9,5.0
maruti swift vxi,2012.0,330000.0,50000.0,petrol,individual,manual,second owner,18.6,1197.0,85.8,5.0
mahindra bolero 2011-2019 zlx,2014.0,509999.0,120000.0,diesel,individual,manual,first owner,15.96,2523.0,62.1,7.0
hyundai verna 1.6 sx vtvt (o),2014.0,500000.0,70000.0,petrol,individual,manual,first owner,17.1,1591.0,121.3,5.0
hyundai i20 active 1.2,2015.0,525000.0,50000.0,petrol,individual,manual,first owner,17.19,1197.0,81.86,5.0
maruti baleno zeta,2019.0,675000.0,16500.0,petrol,individual,manual,first owner,21.01,1197.0,81.8,5.0
hyundai i20 1.2 asta,2010.0,300000.0,70000.0,petrol,individual,manual,first owner,17.0,1197.0,80,5.0
maruti alto lxi,2005.0,90000.0,99361.0,petrol,individual,manual,second owner,19.7,796.0,46.3,5.0
maruti swift dzire vdi,2017.0,650000.0,25000.0,diesel,individual,manual,first owner,26.59,1248.0,74,5.0
maruti swift dzire vxi,2014.0,409000.0,70000.0,petrol,individual,manual,second owner,19.1,1197.0,85.8,5.0
hyundai grand i10 crdi sportz,2015.0,395000.0,80000.0,diesel,individual,manual,second owner,24.0,1120.0,70,5.0
maruti swift 1.3 vxi,2010.0,215000.0,70000.0,petrol,individual,manual,second owner,19.44,1248.0,74,5.0
maruti swift dzire vxi,2014.0,400000.0,70000.0,petrol,individual,manual,second owner,19.1,1197.0,85.8,5.0
chevrolet beat ls,2012.0,120000.0,60000.0,petrol,individual,manual,third owner,18.6,1199.0,79.4,5.0
tata tigor 1.2 revotron xza,2018.0,645000.0,10000.0,petrol,individual,automatic,first owner,20.3,1199.0,84,5.0
maruti 800 std,2006.0,81000.0,80000.0,petrol,individual,manual,first owner,16.1,796.0,37,4.0
honda city i-dtec vx,2017.0,1300000.0,30000.0,diesel,individual,manual,first owner,25.6,1498.0,97.9,5.0
honda city i-dtec vx,2017.0,1250000.0,33000.0,diesel,individual,manual,first owner,25.6,1498.0,97.9,5.0
maruti ertiga vxi,2013.0,535000.0,90000.0,petrol,individual,manual,third owner,16.02,1373.0,93.7,7.0
nissan terrano xv premium 110 ps,2014.0,555000.0,80100.0,diesel,individual,manual,second owner,19.01,1461.0,108.5,5.0
honda city i vtec vx,2014.0,725000.0,120000.0,petrol,individual,manual,first owner,17.4,1497.0,117.3,5.0
mahindra willys cj 3b 4x4,2014.0,300000.0,10000.0,diesel,individual,manual,third owner,19.44,1248.0,74,5.0
renault kwid rxl,2016.0,229999.0,40000.0,petrol,individual,manual,first owner,25.17,799.0,53.3,5.0
toyota innova 2.5 gx (diesel) 8 seater,2013.0,800000.0,160000.0,diesel,individual,manual,second owner,12.99,2494.0,100.6,
maruti wagon r vxi bs iv,2017.0,409999.0,47000.0,petrol,individual,manual,first owner,20.51,998.0,67.04,5.0
hyundai creta 1.4 crdi s plus,2018.0,1210000.0,25000.0,diesel,individual,manual,first owner,21.38,1396.0,88.7,5.0
tata tiago 1.2 revotron xz,2017.0,400000.0,26000.0,petrol,individual,manual,first owner,23.84,1199.0,84,5.0
hyundai grand i10 1.2 crdi sportz,2018.0,520000.0,29000.0,diesel,individual,manual,first owner,24.0,1186.0,73.97,5.0
maruti baleno zeta automatic,2016.0,650000.0,50000.0,petrol,individual,automatic,first owner,21.4,1197.0,83.1,5.0
maruti swift zxi abs,2011.0,325000.0,58000.0,petrol,individual,manual,third owner,16.1,1298.0,88.2,5.0
maruti swift dzire vxi at,2012.0,420000.0,120000.0,petrol,individual,automatic,first owner,17.4,1197.0,85.8,5.0
maruti swift lxi option,2014.0,400000.0,50000.0,petrol,individual,manual,first owner,20.4,1197.0,81.8,5.0
hyundai i20 1.2 asta,2010.0,254999.0,80000.0,petrol,individual,manual,fourth & above owner,17.0,1197.0,80,5.0
maruti zen lxi,2003.0,65000.0,60000.0,petrol,individual,manual,fourth & above owner,17.3,993.0,60,5.0
maruti celerio lxi,2017.0,351000.0,36000.0,petrol,individual,manual,first owner,23.1,998.0,67.04,5.0
toyota innova 2.5 v diesel 8-seater,2007.0,404000.0,120000.0,diesel,individual,manual,third owner,12.8,2494.0,102,
maruti ritz ldi,2011.0,185000.0,185000.0,diesel,individual,manual,third owner,21.1,1248.0,73.9,5.0
nissan micra diesel xv,2011.0,250000.0,50000.0,diesel,individual,manual,first owner,23.08,1461.0,63.1,5.0
maruti zen lxi,,60000.0,100000.0,petrol,individual,manual,fourth & above owner,17.3,993.0,60,5.0
hyundai verna 1.6 sx vtvt (o),2013.0,500000.0,50000.0,petrol,individual,manual,second owner,17.1,1591.0,121.3,5.0
maruti zen estilo lxi bsiii,2007.0,85000.0,80000.0,petrol,individual,manual,second owner,18.2,998.0,67.1,5.0
hyundai santro xing xl,2005.0,85000.0,60000.0,petrol,individual,manual,second owner,19.44,1248.0,74,5.0
maruti alto lx,2005.0,85000.0,80000.0,petrol,individual,manual,fourth & above owner,19.7,796.0,46.3,5.0
maruti swift dzire zdi,2011.0,265000.0,90000.0,diesel,individual,manual,fourth & above owner,19.3,1248.0,73.9,5.0
maruti a-star vxi,2010.0,130000.0,162000.0,petrol,individual,manual,second owner,19.0,998.0,66.1,5.0
maruti ertiga vdi,2013.0,480000.0,110000.0,diesel,individual,manual,third owner,20.77,1248.0,88.76,7.0
maruti swift ldi bsiii,2008.0,170000.0,120000.0,diesel,individual,manual,third owner,17.8,1248.0,75,5.0
nissan micra diesel xv,2011.0,275000.0,45000.0,diesel,individual,manual,first owner,23.08,1461.0,63.1,5.0
maruti wagon r lxi,2005.0,89000.0,90000.0,petrol,individual,manual,second owner,18.9,998.0,67.1,5.0
ford figo diesel titanium,2010.0,170000.0,90000.0,diesel,individual,manual,second owner,20.0,1399.0,68,5.0
mahindra xuv300 w8 option bsiv,2019.0,1090000.0,16500.0,petrol,dealer,manual,first owner,17.0,1197.0,110,5.0
hyundai creta 1.6 crdi at sx plus,2017.0,1100000.0,67000.0,diesel,individual,automatic,first owner,17.01,1582.0,126.2,5.0
maruti swift vxi bsiv,2018.0,610000.0,52000.0,petrol,dealer,manual,first owner,22.0,1197.0,81.8,5.0
datsun go t option bsiv,2016.0,335000.0,40000.0,petrol,dealer,manual,first owner,20.63,1198.0,67,5.0
hyundai grand i10 asta,2015.0,434999.0,40000.0,petrol,dealer,manual,first owner,18.9,1197.0,82,5.0
toyota fortuner 2.8 2wd mt bsiv,2018.0,400000.0,35000.0,diesel,individual,manual,first owner,14.24,2755.0,174.5,7.0
renault kwid rxl,2018.0,390000.0,13000.0,petrol,dealer,manual,first owner,20.71,799.0,53.26,5.0
honda brio 1.2 vx mt,2012.0,325000.0,40000.0,petrol,dealer,manual,first owner,18.5,1198.0,86.8,5.0
volkswagen ameo 1.2 mpi comfortline plus,2019.0,640000.0,10000.0,petrol,dealer,manual,first owner,17.0,1198.0,73.75,5.0
nissan sunny xv special edition,2012.0,450000.0,9000.0,petrol,dealer,manual,first owner,16.95,1498.0,97.7,5.0
toyota etios liva gd sp,2013.0,400000.0,70000.0,diesel,dealer,manual,second owner,23.59,1364.0,67.06,5.0
hyundai i10 sportz,2009.0,215000.0,60000.0,petrol,dealer,manual,first owner,20.36,1197.0,78.9,5.0
renault duster 85ps diesel rxl,2014.0,570000.0,40000.0,diesel,dealer,manual,first owner,20.45,1461.0,83.8,5.0
mahindra xuv500 w8 2wd,2012.0,680000.0,93000.0,diesel,dealer,manual,first owner,15.1,2179.0,140,7.0
toyota innova 2.5 v diesel 7-seater,2008.0,325000.0,80000.0,diesel,individual,manual,fourth & above owner,12.8,2494.0,102,7.0
tata indigo cs eglx bs iv,2011.0,150000.0,50000.0,petrol,individual,manual,second owner,15.64,1193.0,64.08,5.0
hyundai elantra sx at,2013.0,690000.0,68000.0,petrol,dealer,automatic,first owner,14.5,1797.0,147.5,5.0
mercedes-benz new c-class 220 cdi at,2013.0,,25000.0,diesel,individual,automatic,first owner,14.84,2143.0,170,5.0
tata nano std,2012.0,64000.0,18000.0,petrol,dealer,manual,first owner,25.4,624.0,37.5,4.0
nissan micra diesel xl,2013.0,250000.0,120000.0,diesel,individual,manual,first owner,23.08,1461.0,63.1,5.0
maruti wagon r lxi,2005.0,65000.0,35000.0,petrol,individual,manual,first owner,18.9,998.0,67.1,5.0
maruti swift dzire vdi,2016.0,550000.0,60000.0,diesel,individual,manual,second owner,26.59,1248.0,74,5.0
hyundai i10 magna,2010.0,140000.0,70000.0,petrol,individual,manual,fourth & above owner,20.36,1197.0,78.9,5.0
renault kwid rxt,2016.0,300000.0,30000.0,petrol,individual,manual,first owner,25.17,799.0,53.3,5.0
volkswagen gti 1.8 tsi,2016.0,800000.0,70000.0,petrol,individual,automatic,first owner,16.34,1798.0,189.3,5.0
tata safari storme ex,2015.0,503000.0,110000.0,diesel,individual,manual,first owner,14.1,2179.0,147.94,7.0
volvo xc40 d4 inscription bsiv,2019.0,400000.0,20000.0,diesel,individual,automatic,first owner,18.0,1969.0,190,5.0
toyota camry 2.5 hybrid,2016.0,,68089.0,petrol,trustmark dealer,automatic,first owner,19.16,2494.0,157.7,5.0
maruti wagon r lxi,2013.0,225000.0,58343.0,petrol,trustmark dealer,manual,first owner,21.79,998.0,67.05,5.0
maruti baleno alpha 1.3,2018.0,740000.0,38817.0,diesel,dealer,manual,first owner,27.39,1248.0,74,5.0
honda jazz vx,2016.0,550000.0,56494.0,petrol,trustmark dealer,manual,first owner,18.2,1199.0,88.7,5.0
toyota innova 2.5 vx (diesel) 7 seater,2013.0,750000.0,79328.0,diesel,trustmark dealer,manual,second owner,12.99,2494.0,100.6,7.0
maruti swift amt vvt vxi,2019.0,650000.0,5621.0,petrol,trustmark dealer,automatic,first owner,22.0,1197.0,81.8,5.0
toyota etios vx,2017.0,625000.0,25538.0,petrol,trustmark dealer,manual,first owner,16.78,1496.0,88.73,5.0
maruti swift amt zxi,2018.0,600000.0,69779.0,petrol,dealer,automatic,first owner,22.0,1197.0,81.8,5.0
hyundai grand i10 1.2 crdi sportz,2017.0,450000.0,56290.0,diesel,dealer,manual,first owner,24.0,1186.0,73.97,5.0
bmw x4 m sport x xdrive20d,2019.0,400000.0,8500.0,diesel,dealer,automatic,first owner,16.78,1995.0,190,5.0
honda amaze v cvt petrol bsiv,2019.0,779000.0,7032.0,petrol,trustmark dealer,automatic,first owner,19.0,1199.0,88.76,5.0
volvo v40 d3 r-design,2018.0,400000.0,2000.0,diesel,dealer,automatic,first owner,16.8,1984.0,150,5.0
hyundai i10 magna,2010.0,150000.0,106000.0,petrol,individual,manual,third owner,20.36,1197.0,78.9,5.0
toyota etios liva diesel trd sportivo,2012.0,265000.0,162000.0,diesel,individual,manual,third owner,19.44,1248.0,74,5.0
honda cr-v 2.4l 4wd at,2009.0,500000.0,120000.0,petrol,individual,automatic,second owner,11.1,2354.0,158.8,5.0
maruti swift dzire vdi,2015.0,480000.0,90000.0,diesel,individual,manual,first owner,26.59,1248.0,74,5.0
hyundai verna 1.6 sx crdi (o),2014.0,535000.0,70000.0,diesel,individual,manual,third owner,22.32,1582.0,126.32,5.0
toyota innova 2.5 g1 diesel 8-seater,2005.0,250000.0,,diesel,individual,manual,third owner,12.8,2494.0,102,
maruti sx4 celebration diesel,2012.0,300000.0,100000.0,diesel,individual,manual,second owner,21.5,1248.0,88.8,5.0
hyundai verna xxi abs (petrol),2009.0,340000.0,,petrol,individual,manual,second owner,13.9,1599.0,103.2,5.0
hyundai verna crdi sx,2009.0,340000.0,,diesel,individual,manual,second owner,16.8,1493.0,110,5.0
maruti alto 800 vxi,2016.0,240000.0,50000.0,petrol,individual,manual,first owner,22.74,796.0,47.3,5.0
honda city i-vtec cvt v,2018.0,1085000.0,1000.0,petrol,individual,automatic,first owner,18.0,1497.0,117.6,5.0
maruti swift dzire amt vdi,2017.0,750000.0,19000.0,diesel,individual,automatic,first owner,28.4,1248.0,74.02,5.0
tata indigo ls,2012.0,95000.0,69500.0,diesel,individual,manual,second owner,17.0,1405.0,70,5.0
maruti eeco cng 5 seater ac,2020.0,409999.0,35000.0,cng,individual,manual,first owner,20.88,1196.0,61.7,5.0
maruti alto k10 vxi,2014.0,215000.0,80000.0,petrol,individual,manual,second owner,23.95,998.0,67.05,5.0
mahindra xuv500 at w10 awd,2016.0,1290000.0,50000.0,diesel,individual,automatic,first owner,16.0,2179.0,140,7.0
maruti alto k10 lxi,2010.0,150000.0,80000.0,petrol,individual,manual,first owner,20.92,998.0,67.1,5.0
hyundai eon sportz,2013.0,219000.0,50000.0,petrol,individual,manual,second owner,21.1,814.0,55.2,5.0
tata tiago 1.2 revotron xe,2018.0,325000.0,100000.0,petrol,individual,manual,first owner,23.84,1199.0,84,5.0
maruti eeco smiles 5 seater ac,2013.0,260000.0,120000.0,petrol,individual,manual,second owner,15.1,1196.0,73,5.0
honda amaze s cvt diesel bsiv,2019.0,700000.0,40000.0,diesel,individual,automatic,first owner,23.8,1498.0,78.9,5.0
hyundai creta 1.4 crdi base,2017.0,950000.0,45000.0,diesel,individual,manual,first owner,21.38,1396.0,88.7,5.0
maruti alto lxi bsiii,2010.0,160000.0,80000.0,petrol,individual,manual,second owner,19.7,796.0,46.3,5.0
hyundai xcent 1.1 crdi s option,2015.0,409999.0,135000.0,diesel,individual,manual,second owner,24.4,1120.0,71.01,5.0
toyota innova 2.5 g (diesel) 7 seater,2015.0,840000.0,120000.0,diesel,individual,manual,second owner,12.99,2494.0,100.6,7.0
toyota etios liva diesel,2013.0,450000.0,67000.0,diesel,individual,manual,first owner,23.59,1364.0,67.1,5.0
maruti swift dzire zdi plus,2017.0,900000.0,50000.0,diesel,individual,manual,first owner,28.4,1248.0,74.02,5.0
toyota innova 2.5 v diesel 7-seater,2008.0,570000.0,134000.0,diesel,individual,manual,second owner,12.8,2494.0,102,7.0
nissan micra diesel xv,2011.0,254999.0,110000.0,diesel,individual,manual,second owner,23.08,1461.0,63.1,5.0
maruti 800 ac bsiii,2009.0,130000.0,40000.0,petrol,individual,manual,first owner,16.1,796.0,37,4.0
maruti swift dzire vdi,2013.0,530000.0,120000.0,diesel,individual,manual,second owner,23.4,1248.0,74,5.0
volkswagen polo 1.5 tdi highline,2015.0,520000.0,110000.0,diesel,individual,manual,second owner,20.14,1498.0,88.8,5.0
mahindra verito 1.5 d2 bsiii,2011.0,229999.0,170000.0,diesel,individual,manual,second owner,21.0,1461.0,64.1,5.0
maruti 800 ac bsiii,2004.0,81000.0,80000.0,petrol,individual,manual,second owner,16.1,796.0,37,4.0
maruti swift vdi optional,2016.0,600000.0,47000.0,diesel,individual,manual,first owner,25.2,1248.0,74,5.0
hyundai xcent 1.2 kappa s option,2015.0,409999.0,93000.0,petrol,individual,manual,first owner,19.1,1197.0,81.86,5.0
